MariaDB [(none)]> CREATE DATABASE szkola
    -> ;
Query OK, 1 row affected (0.01 sec)

MariaDB [(none)]> USE szkola
Database changed

MariaDB [szkola]> SOURCE uczniowie.txt
Query OK, 0 rows affected (0.16 sec)

Query OK, 652 rows affected (0.11 sec)
Records: 652  Duplicates: 0  Warnings: 0

MariaDB [szkola]> SHOW TABLES
    -> ;
+------------------+
| Tables_in_szkola |
+------------------+
| uczniowie        |
+------------------+
1 row in set (0.00 sec)

MariaDB [szkola]> SELECT * FROM uczniowie
    -> ;
+-------+------------+-----------------+------------+--------+-------------+-----------+-----------+--------+--------+----------+------------+
| nr    | imie       | nazwisko        | matematyka | fizyka | informatyka | angielski | geografia | chemia | polski | historia | wychowawca |
| 14216 | Michal     | lapka           |        4.3 |    2.4 |         4.9 |       3.8 |       5.6 |    1.9 |    4.9 |      2.7 | Ospala     |
| 14217 | Maciej     | Marek           |        4.5 |    1.4 |         5.8 |       3.2 |       5.5 |    1.3 |    5.4 |      5.4 | Sek        |
| 14218 | Paulina    | Kot             |        5.4 |    4.6 |         4.4 |       5.4 |       5.6 |    3.4 |    3.6 |        4 | Jasiek     |
| 14219 | Joanna     | Zawada          |        1.9 |    3.5 |         2.7 |       4.6 |       4.5 |    4.4 |    2.1 |      5.9 | Kot        |
| 14220 | Krystian   | Stefaniak       |        2.3 |    4.2 |         1.4 |       3.9 |       5.5 |      1 |    1.5 |      4.7 | Zieba      |
| 14221 | Aleksandra | Kramarczyk      |        1.1 |    3.1 |         3.8 |       1.6 |       1.1 |    3.9 |    3.1 |        4 | Maciarz    |
| 14222 | Zygmunt    | Janeczek        |          1 |    4.4 |         1.6 |       2.8 |       4.3 |    3.3 |    5.6 |      2.8 | Piwko      |
| 14223 | Zygmunt    | Rudnicka        |        1.2 |    1.6 |         3.4 |       3.1 |       2.1 |    3.3 |    5.8 |      5.7 | Baran      |
| 14224 | Alina      | Augustynska     |        1.5 |    1.2 |         2.7 |       1.1 |         2 |    4.4 |    2.6 |      4.1 | Armatys    |
| 14225 | Feliks     | Siemieszko      |          1 |      3 |         1.1 |       3.9 |       2.9 |    4.3 |    3.6 |      1.5 | Maciarz    |
| 14226 | Stefan     | Zawada          |        3.4 |    1.2 |         2.1 |         4 |       1.7 |    5.6 |      6 |      5.2 | Pala       |
| 14227 | Iwona      | Oles            |        5.7 |    2.2 |         4.6 |       2.6 |       5.8 |    4.2 |    3.8 |      5.2 | Ospala     |
| 14228 | Iwona      | Bakowska        |        3.9 |    1.6 |         1.6 |       2.8 |       3.6 |      4 |    3.4 |      5.3 | Koza       |
| 14229 | Jan        | Bialy           |        1.2 |    4.4 |         5.5 |       5.7 |       2.3 |    5.9 |    5.8 |      1.5 | Baran      |
| 14230 | Monika     | Marek           |        5.8 |    3.8 |         4.3 |       4.9 |       2.5 |    1.2 |      5 |      5.2 | Kret       |
| 14231 | Boleslaw   | Szczesny        |        2.1 |    5.5 |         3.4 |       1.6 |       5.4 |    1.2 |    3.6 |        3 | Siema      |
| 14232 | Miroslawa  | Wojcik          |        5.2 |    5.5 |         1.7 |       4.7 |       5.7 |    2.1 |    2.6 |      2.1 | Ospala     |
| 14233 | Alina      | Kolarz          |        4.9 |    4.6 |         4.2 |       3.2 |       2.2 |    3.9 |    3.2 |        3 | Fasola     |
| 14234 | Janusz     | Szumylowicz     |        2.5 |    2.6 |         2.3 |       1.9 |       1.5 |    1.6 |    3.4 |      4.3 | Armatys    |
| 14235 | Krzysztof  | Zagrodzki       |        3.9 |    1.2 |         3.7 |       1.3 |       3.3 |    4.4 |      3 |      3.2 | Muryn      |
| 14236 | Stefan     | Bagsik          |        1.5 |    2.8 |         1.2 |       5.4 |       5.1 |    1.6 |    5.2 |      5.8 | Samson     |
| 14237 | Jan        | Klimkiewicz     |        2.9 |      2 |         1.5 |       1.9 |       4.5 |    1.8 |    3.1 |      2.2 | Blachy     |
| 14238 | Krzysztof  | Nowak           |        2.5 |    5.5 |         3.7 |       1.9 |       4.6 |    3.2 |      6 |      3.3 | Broda      |
| 14239 | Feliks     | Godowski        |          6 |    1.5 |         4.2 |       2.1 |       3.1 |    5.5 |    1.6 |        2 | Krakowski  |
| 14240 | Wojciech   | Dyrek           |        5.5 |    5.2 |         3.5 |       4.9 |       1.2 |    4.6 |    4.6 |      1.9 | Bialy      |
| 14241 | Magdalena  | Molenda         |        4.7 |    1.8 |         4.2 |         5 |       3.1 |    5.4 |    1.2 |        2 | Sewiolo    |
| 14242 | Jan        | Olszewski       |        1.8 |    1.4 |         3.5 |       3.2 |       4.1 |      5 |      2 |      2.5 | Bialy      |
| 14243 | Andrzej    | Szydlak         |        4.1 |    1.6 |         5.6 |       4.4 |       4.4 |    1.8 |    2.9 |      1.8 | Molenda    |
| 14244 | Artur      | Chechelski      |        3.8 |    4.5 |         1.6 |         2 |       4.1 |    1.3 |    1.7 |      4.1 | sliwa      |
| 14245 | Sebastian  | Gryga           |        3.8 |      3 |         5.1 |       1.7 |       4.3 |    5.3 |    3.2 |      5.6 | Godowski   |
| 14246 | Jacek      | Kolodziejczyk   |        2.5 |    1.1 |         1.6 |       1.9 |       2.3 |    1.9 |    4.2 |      1.1 | Agat       |
| 14247 | Marcin     | Gora            |        4.7 |    3.5 |         5.8 |       3.7 |       3.2 |    5.7 |    3.6 |      4.5 | Mleczko    |
| 14248 | Beata      | Zachorowska     |        1.9 |    2.8 |         4.2 |       2.5 |       1.6 |    4.5 |      2 |      1.5 | Bialy      |
| 14249 | Patryk     | Malczyk         |        3.2 |    4.5 |         3.8 |       4.2 |         2 |    5.9 |    2.3 |      1.9 | Siwy       |
| 14250 | Kamil      | Siemieszko      |        5.1 |    3.7 |         1.4 |       3.6 |       1.5 |    2.9 |    1.7 |      3.2 | Koba       |
| 14251 | Michal     | Mis             |        5.6 |    4.6 |         5.2 |       4.8 |       1.3 |      5 |      5 |      4.8 | Armatys    |
| 14252 | Anna       | lapka           |        2.3 |    5.1 |         4.1 |       3.9 |       5.1 |    3.6 |    1.6 |      5.5 | Piwko      |
| 14253 | Adam       | Chrusciel       |        1.9 |    2.1 |         2.1 |       3.3 |       4.2 |    3.6 |    2.8 |        4 | Kret       |
| 14254 | Justyna    | Szewczyk        |        2.7 |    2.6 |         1.6 |       3.8 |       5.2 |    3.1 |    3.2 |      3.4 | Rusek      |
| 14255 | Jakub      | Chrusciel       |        1.5 |    2.8 |           6 |       2.7 |       2.7 |    2.2 |    3.2 |      2.9 | Zieba      |
| 14256 | Anna       | Marek           |        5.7 |    1.8 |         3.9 |       4.7 |       5.1 |    4.2 |    1.8 |      3.6 | Piwko      |
| 14257 | Cecylia    | Kaczmarczyk     |        1.4 |    3.1 |           3 |       1.8 |       4.6 |    3.5 |    1.2 |      1.5 | Molenda    |
| 14258 | Krzysztof  | Szczesny        |        2.4 |    2.3 |         5.1 |       1.8 |       2.7 |    3.3 |    2.6 |      5.7 | Maciarz    |
| 14259 | Feliks     | Czarnek         |          5 |      2 |           5 |       4.9 |         1 |    1.8 |    5.2 |      2.5 | Jasiek     |
| 14260 | Boleslaw   | Siemieszko      |        2.1 |    1.7 |         2.2 |       4.1 |       1.1 |    5.7 |    1.8 |      2.9 | Agat       |
| 14261 | Cecylia    | Nowak           |        4.8 |    4.1 |         3.8 |       5.5 |       5.4 |    4.6 |    2.4 |      2.7 | zbik       |
| 14262 | Janusz     | Zagrodzki       |        4.5 |    1.3 |         3.8 |         1 |       1.2 |      5 |      4 |      3.6 | Agat       |
| 14263 | Iwona      | Zawada          |        2.8 |    5.2 |         1.8 |       4.4 |       2.1 |    3.9 |    5.3 |      3.3 | Kowal      |
| 14264 | Jan        | Piwowarczyk     |        4.1 |    1.3 |         2.7 |       1.8 |       3.5 |    1.3 |    2.4 |      2.7 | Lesiak     |
| 14265 | Feliks     | Zagrodzki       |        1.4 |    4.1 |         2.6 |       3.9 |       1.9 |    5.3 |    3.4 |        2 | Gruszka    |
| 14266 | Barbara    | Witkowska       |        4.2 |    5.8 |         3.9 |       2.7 |       3.4 |    1.6 |    1.2 |      1.5 | Niemiec    |
| 14267 | Stefan     | Lepiarczyk      |          2 |    3.8 |         3.9 |       1.8 |       3.4 |    2.2 |    2.9 |      2.5 | zbik       |
| 14268 | Krzysztof  | Siwy            |        4.3 |    3.6 |         2.5 |       4.9 |       4.5 |    5.6 |    3.8 |      4.9 | Czeresnia  |
| 14269 | Krzysztof  | Zagrodzki       |        5.6 |    1.5 |         3.5 |         3 |       2.3 |      5 |    1.6 |      2.1 | Molenda    |
| 14270 | Boleslaw   | Zagrodzki       |        1.6 |    5.3 |         4.1 |         5 |       2.2 |    1.5 |    3.1 |      1.6 | Kot        |
| 14271 | Wiktor     | Biborski        |        1.6 |    2.2 |         2.8 |       2.6 |       3.3 |      3 |    5.5 |      4.6 | Czeresnia  |
| 14272 | Janusz     | Chociej         |        1.2 |    5.1 |         1.9 |         4 |       5.8 |    3.7 |    3.1 |      2.3 | Drobson    |
| 14273 | Zygmunt    | Langman         |          3 |    5.6 |         1.3 |       2.8 |       1.6 |    4.5 |    4.3 |      4.2 | Muryn      |
| 14274 | Monika     | Kot             |        2.3 |      6 |         5.8 |       5.9 |       5.4 |      5 |    4.8 |      4.4 | Siwy       |
| 14275 | Anna       | Bialy           |          5 |    3.5 |         1.3 |         4 |       3.5 |    5.9 |    3.8 |      5.7 | Jung       |
| 14276 | Grzegorz   | Holda           |        4.6 |    1.5 |         4.5 |       3.7 |       3.7 |    3.7 |    3.8 |      5.5 | Czech      |
| 14277 | Marcin     | Wroblewski      |        3.6 |      3 |         3.2 |       3.7 |         1 |    2.9 |    1.8 |      3.6 | Kret       |
| 14278 | Sylwia     | lapka           |        3.3 |    3.4 |           5 |       1.1 |       5.1 |    5.7 |    2.9 |      5.4 | Czech      |
| 14279 | Katarzyna  | Grzybowska      |          1 |    1.5 |         4.5 |         4 |       1.2 |    2.4 |    1.9 |      5.4 | Piwko      |
| 14280 | Anna       | Ciaptacz        |        4.4 |    2.1 |         2.3 |       1.5 |       3.2 |    3.6 |    4.5 |        4 | Sek        |
| 14281 | Michal     | Zagorski        |        2.7 |    3.6 |         3.8 |       2.9 |       1.8 |    4.9 |    2.4 |      3.3 | Piwko      |
| 14282 | Mateusz    | Kotarba         |        2.4 |    3.4 |         3.1 |       1.8 |       4.4 |    3.5 |    4.9 |      3.8 | Blachy     |
| 14283 | Amelia     | Nowak           |        4.1 |    3.1 |         4.7 |       4.8 |       2.5 |    5.7 |    3.8 |      3.4 | Siema      |
| 14284 | Aleksandra | Molenda         |        4.9 |    1.6 |         4.7 |       3.3 |       4.1 |    1.2 |      4 |      2.6 | Grodecki   |
| 14285 | Daniel     | Wilkosz         |        2.8 |    4.1 |         5.9 |       2.2 |       1.1 |      3 |    2.5 |      4.8 | Armatys    |
| 14286 | Paulina    | Ospala          |        3.2 |    4.6 |         3.2 |         5 |       5.6 |    2.8 |    2.3 |      2.9 | Baran      |
| 14287 | Katarzyna  | Nanus           |        1.4 |    2.4 |         3.5 |       5.8 |       5.3 |      5 |    3.8 |      4.3 | Baran      |
| 14288 | Malgorzata | Szczesna        |        5.5 |    1.9 |         1.7 |       4.5 |       4.5 |    1.5 |    2.8 |      3.7 | Niemiec    |
| 14289 | Stefan     | Adamczak        |        5.5 |    5.6 |         2.5 |       2.1 |       1.2 |    4.3 |    2.3 |      2.2 | Kowal      |
| 14290 | Alina      | Skarbek         |        3.3 |    1.7 |         3.1 |       3.5 |       4.7 |    4.7 |      4 |      2.8 | Piwko      |
| 14291 | Janusz     | Telejko         |        2.5 |    5.1 |         2.3 |       3.4 |       2.2 |    2.2 |    3.7 |      5.2 | Rusek      |
| 14292 | Krzysztof  | Kowalski        |        4.8 |    2.9 |         4.5 |       1.9 |       4.3 |    1.8 |    2.5 |      2.4 | Godowski   |
| 14293 | Iwona      | Augustynska     |          2 |    1.5 |         2.2 |       1.4 |       2.2 |    5.9 |      1 |      3.3 | Baj        |
| 14294 | Stefan     | Molenda         |        4.5 |    2.4 |         2.1 |       3.3 |       1.1 |    5.9 |    3.8 |      3.6 | Kret       |
| 14295 | Monika     | zelazny         |        3.3 |    4.2 |         3.9 |       2.4 |       1.4 |    2.5 |      5 |      4.9 | Ospala     |
| 14296 | Cecylia    | Siwy            |        5.7 |    3.5 |         5.6 |       5.2 |         5 |    2.2 |    4.5 |        3 | Fasola     |
| 14297 | Miroslawa  | Kot             |          6 |    5.9 |         5.3 |         6 |       5.8 |    5.7 |      6 |        6 | Piwko      |
| 14298 | Grzegorz   | Maciarz         |        3.9 |    3.4 |         5.1 |       2.5 |       1.6 |    3.6 |    1.5 |      4.8 | Koza       |
| 14299 | Joanna     | Siemieszko      |        4.1 |    5.4 |         2.8 |       1.3 |         1 |    2.1 |    3.4 |      1.8 | Maciarz    |
| 14300 | Karolina   | Bachus          |        4.2 |    4.5 |         2.6 |       2.2 |       4.7 |    1.1 |    3.4 |      5.5 | Piwko      |
| 14301 | Szymon     | Szczesny        |        5.5 |      2 |         2.8 |       1.8 |       4.2 |    3.5 |    2.1 |      3.6 | Pala       |
| 14302 | lukasz     | Ponisz          |        1.8 |      2 |         5.6 |       2.8 |       5.1 |      4 |    5.1 |      3.1 | Kret       |
| 14303 | Barbara    | Siwy            |        1.5 |    1.9 |         5.8 |         6 |       5.5 |      5 |    5.4 |      3.5 | Maciarz    |
| 14304 | Karolina   | Czarnecki       |        3.8 |    5.1 |         2.4 |       1.1 |       2.1 |    1.9 |    3.8 |      3.2 | Pies       |
| 14305 | Marcin     | Pyzik           |        1.9 |    4.9 |         4.3 |       4.1 |       5.5 |      4 |      1 |      5.3 | Fasola     |
| 14306 | Antoni     | Kurowski        |        3.6 |    1.4 |         2.2 |         2 |       5.3 |    4.5 |    3.1 |      3.4 | Kowal      |
| 14307 | Stefan     | Molenda         |        2.3 |    5.8 |         5.5 |       1.6 |         1 |    1.7 |    3.7 |      5.7 | Koza       |
| 14308 | Cecylia    | Szczesna        |        2.3 |    1.2 |         2.8 |       3.2 |       3.7 |    2.4 |    4.5 |        5 | Krakowski  |
| 14309 | Stefan     | Bernacki        |          1 |    5.7 |         3.4 |       3.6 |       5.7 |    1.4 |    1.5 |      3.8 | Jung       |
| 14310 | Krzysztof  | Marzec          |        5.2 |      4 |         2.6 |       2.9 |       3.2 |    1.6 |    4.5 |      5.8 | Pala       |
| 14311 | Jan        | Zawada          |        4.1 |    2.7 |         3.6 |       5.6 |       1.6 |    4.6 |    3.9 |      2.2 | Piwko      |
| 14312 | Cecylia    | Chrusciel       |        4.3 |    4.9 |         1.2 |         1 |       3.5 |    3.4 |    2.2 |      3.4 | Jakubowski |
| 14313 | Cecylia    | Janiga          |        2.9 |    4.5 |         5.5 |       3.7 |       4.9 |    1.6 |    1.5 |        4 | Koza       |
| 14314 | Stefan     | Szczesny        |          3 |    3.5 |         1.4 |       3.5 |       4.3 |    5.4 |    2.3 |      2.1 | Mleczko    |
| 14315 | Alina      | Chrusciel       |        1.9 |    2.6 |         3.8 |         4 |       1.4 |    1.2 |    4.9 |      4.9 | Piwko      |
| 14316 | Janusz     | lapka           |        5.5 |    4.8 |         1.3 |       4.9 |       4.9 |    5.5 |    5.2 |      1.2 | Baj        |
| 14317 | Iwona      | Wytwinowska     |        3.7 |    4.4 |         2.1 |       1.2 |       2.7 |    1.8 |    1.3 |      3.1 | Maciarz    |
| 14318 | Michal     | Molenda         |        5.7 |    1.1 |         2.1 |       2.7 |       4.4 |    4.2 |    3.1 |      3.1 | Sek        |
| 14319 | Jan        | Zawada          |        4.9 |    2.1 |         5.9 |       1.8 |       1.6 |      3 |    5.1 |      5.1 | Koba       |
| 14320 | Tomasz     | Nowak           |        1.8 |    2.5 |         4.8 |         5 |       5.9 |    4.6 |    1.2 |      5.2 | Jakubowski |
| 14321 | Maria      | Maczka          |        5.6 |    3.4 |         1.3 |       3.1 |       4.9 |    4.7 |    2.3 |      4.4 | Samson     |
| 14322 | Rafal      | Zawada          |        4.7 |    2.2 |         3.2 |       4.5 |       1.3 |    4.6 |    3.2 |      5.7 | Siema      |
| 14323 | Justyna    | Kadziola        |        1.5 |    3.7 |         4.7 |       2.4 |       1.4 |    4.9 |    2.6 |      4.2 | Broda      |
| 14324 | Mariola    | Sawicka         |        5.8 |    1.6 |         3.8 |       2.3 |       1.9 |    5.8 |    1.7 |      3.4 | Rusek      |
| 14325 | Aleksandra | Brzostek        |        2.3 |    3.4 |           2 |       3.9 |       5.3 |      3 |    2.6 |      3.7 | Niemiec    |
| 14326 | Gabriela   | lapka           |          3 |    3.4 |         4.5 |       5.1 |       4.5 |      2 |    4.3 |      4.3 | Zawada     |
| 14327 | Krzysztof  | Szczesny        |        3.1 |    1.3 |         2.6 |       2.2 |       5.3 |    4.5 |    1.8 |      4.7 | Jakubowski |
| 14328 | Stefan     | Ospala          |        4.6 |    3.8 |         4.1 |       4.6 |         2 |    3.3 |    3.7 |      2.2 | sliwa      |
| 14329 | Iwona      | Kalamar         |        4.1 |    2.3 |         3.2 |       5.7 |       2.3 |    4.1 |    2.3 |      3.2 | Jakubowski |
| 14330 | Wiktor     | Blazowski       |        4.4 |    1.4 |         4.4 |       2.8 |         3 |    2.9 |    2.2 |      2.9 | Lesiak     |
| 14331 | Cecylia    | Molenda         |        3.4 |    2.1 |         1.5 |       1.7 |       5.5 |    1.2 |    5.9 |      5.4 | Czeresnia  |
| 14332 | Barbara    | Nowak           |        4.1 |    2.6 |         5.9 |       5.3 |       4.6 |    2.2 |    2.6 |      4.4 | Jakubowski |
| 14333 | Janusz     | Kot             |          6 |    5.4 |         5.9 |         6 |       4.6 |    5.9 |    5.9 |      5.8 | Baran      |
| 14334 | Feliks     | Czarnek         |        3.8 |    4.4 |         2.5 |       1.4 |       2.6 |    4.1 |    5.7 |      3.5 | Agat       |
| 14335 | Alina      | Bialy           |          3 |    1.7 |         5.9 |       5.7 |       1.2 |    5.7 |      5 |      2.7 | Zieba      |
| 14336 | Alina      | Ciaptacz        |        1.3 |    3.4 |         2.9 |       3.3 |       1.8 |      4 |      4 |      5.2 | Armatys    |
| 14337 | Boleslaw   | Duraj           |        2.9 |    5.8 |         1.2 |       4.1 |       3.6 |    5.8 |    1.6 |      5.2 | Blachy     |
| 14338 | Alina      | Zawada          |        3.9 |      3 |         5.9 |       2.1 |       4.9 |    2.5 |    1.7 |      5.6 | Pala       |
| 14339 | Eryk       | Zuzek           |        1.5 |      5 |         5.5 |       4.9 |       3.9 |    3.4 |      6 |      1.2 | Kowal      |
| 14340 | Michal     | Molenda         |        1.7 |    1.6 |           5 |       5.3 |       3.1 |    5.3 |    2.6 |      1.7 | Zieba      |
| 14341 | Grzegorz   | Wo?niak         |        3.3 |    1.6 |         1.9 |       5.3 |       2.5 |    3.5 |    4.4 |      4.8 | Wegier     |
